HipCenterX,HipCenterY,HipCenterZ,SpineX,SpineY,SpineZ,ShoulderCenterX,ShoulderCenterY,ShoulderCenterZ,HeadX,HeadY,HeadZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,WristLeftX,WristLeftY,WristLeftZ,HandLeftX,HandLeftY,HandLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristRightX,WristRightY,WristRightZ,HandRightX,HandRightY,HandRightZ,HipLeftX,HipLeftY,HipLeftZ,KneeLeftX,KneeLeftY,KneeLeftZ,AnkleLeftX,AnkleLeftY,AnkleLeftZ,FootLeftX,FootLeftY,FootLeftZ,HipRightX,HipRightY,HipRightZ,KneeRightX,KneeRightY,KneeRightZ,AnkleRightX,AnkleRightY,AnkleRightZ,FootRightX,FootRightY,FootRightZ
26/11/2011 10:43:49 AM,Front,Good,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.169708713889122,0.396282017230988,2.69503593444824,0.169487670063972,0.463934421539307,2.68799495697021,0.175296276807785,0.804690539836884,2.65860819816589,0.181811898946762,0.951596081256866,2.54955554008484,0.00416852440685034,0.729657053947449,2.68825650215149,-0.0695555284619331,0.499018102884293,2.76331305503845,-0.0292475111782551,0.277227312326431,2.65257930755615,-0.0332834683358669,0.183878883719444,2.61048722267151,0.350829273462296,0.723192870616913,2.68683385848999,0.418700367212296,0.470133304595947,2.73926162719727,0.422380089759827,0.242813661694527,2.64117097854614,0.409628957509995,0.146211564540863,2.59285402297974,0.090675450861454,0.316211342811584,2.69500875473022,0.0901558622717857,-0.158996939659119,2.74100947380066,0.106362082064152,-0.542628943920136,2.78276586532593,0.093616209924221,-0.622656404972076,2.73214936256409,0.250717788934708,0.318684071302414,2.70370650291443,0.269400984048843,-0.161049053072929,2.76796388626099,0.265761077404022,-0.53978705406189,2.75836205482483,0.262147307395935,-0.617051601409912,2.70639395713806
0.171784237027168,0.396761864423752,2.69406580924988,0.172176972031593,0.464662343263626,2.68695950508118,0.180711463093758,0.807574450969696,2.66107678413391,0.187864795327187,0.953689157962799,2.55390858650208,0.00962419621646404,0.730924487113953,2.68726992607117,-0.0649510249495506,0.501192390918732,2.76209807395935,-0.02491145581007,0.2801853120327,2.65183067321777,-0.0297286380082369,0.188017696142197,2.60894250869751,0.356524288654327,0.723553001880646,2.68664836883545,0.423448204994202,0.469576597213745,2.7339460849762,0.423441857099533,0.244504615664482,2.63631153106689,0.409614980220795,0.147296160459518,2.58764028549194,0.0923679918050766,0.317049205303192,2.69392108917236,0.0890775322914124,-0.159021496772766,2.73541235923767,0.105682946741581,-0.543157041072845,2.78138113021851,0.0928350314497948,-0.622687160968781,2.73257970809937,0.252266466617584,0.318862020969391,2.70231318473816,0.269990682601929,-0.160718843340874,2.76823973655701,0.265873372554779,-0.539725840091705,2.7587525844574,0.262556523084641,-0.617650091648102,2.70629477500916
0.173649713397026,0.397106528282166,2.69328308105469,0.174434348940849,0.46521657705307,2.68620419502258,0.184585049748421,0.809775710105896,2.66319251060486,0.191925495862961,0.955451846122742,2.55785965919495,0.0132095254957676,0.731700718402863,2.68670439720154,-0.0615706145763397,0.502555191516876,2.7614312171936,-0.0225265808403492,0.281314700841904,2.65235996246338,-0.0273495633155108,0.190764054656029,2.60826063156128,0.360158741474152,0.723771035671234,2.68652534484863,0.426614224910736,0.469128429889679,2.73023104667664,0.424272298812866,0.245550915598869,2.63308525085449,0.409739971160889,0.148058995604515,2.58404588699341,0.09394321590662,0.317701697349548,2.69304656982422,0.0884537994861603,-0.159047499299049,2.73188018798828,0.105248175561428,-0.543464243412018,2.78075647354126,0.0919651240110397,-0.622766077518463,2.73327350616455,0.253731518983841,0.318990439176559,2.70105743408203,0.270750045776367,-0.16032811999321,2.76818418502808,0.265977531671524,-0.539671659469604,2.75903964042664,0.262933433055878,-0.618191838264465,2.70615887641907
0.175165116786957,0.397352695465088,2.69265842437744,0.176151171326637,0.46562471985817,2.68565797805786,0.187057018280029,0.811332702636719,2.66485905647278,0.194137319922447,0.957969963550568,2.56284594535828,0.0156126925721765,0.732197046279907,2.68638014793396,-0.0592619031667709,0.503415405750275,2.76111626625061,-0.02259761095047,0.280139863491058,2.65484380722046,-0.025579672306776,0.190255969762802,2.61066150665283,0.36254945397377,0.723910510540009,2.68644428253174,0.428743541240692,0.468628197908401,2.72766947746277,0.425124108791351,0.246206358075142,2.63091850280762,0.410432606935501,0.148448884487152,2.58204054832459,0.0952988564968109,0.318193465471268,2.69231534004211,0.0891731828451157,-0.159581929445267,2.73254179954529,0.104852251708508,-0.543791472911835,2.78052043914795,0.0911240056157112,-0.622808277606964,2.73419332504272,0.255026906728745,0.319086790084839,2.69988346099854,0.27150684595108,-0.160061970353127,2.76795935630798,0.266078621149063,-0.539626896381378,2.75925087928772,0.263264149427414,-0.61868542432785,2.70602011680603
0.176311776041985,0.397523790597916,2.69215559959412,0.177408382296562,0.465922474861145,2.6852593421936,0.188549607992172,0.81257289648056,2.66643500328064,0.194319620728493,0.960759818553925,2.56832408905029,0.0172766540199518,0.732570588588715,2.68627381324768,-0.0575389117002487,0.50378030538559,2.76112222671509,-0.0249635335057974,0.277157694101334,2.65944075584412,-0.024797223508358,0.184101819992065,2.61791729927063,0.364163428544998,0.723968029022217,2.68640780448914,0.430163502693176,0.466988503932953,2.7249813079834,0.426418662071228,0.245244115591049,2.62925505638123,0.411894530057907,0.148056194186211,2.58183836936951,0.0963521674275398,0.318548113107681,2.69173789024353,0.0920519679784775,-0.160576596856117,2.7403564453125,0.104378707706928,-0.543893754482269,2.7809727191925,0.0901756808161736,-0.623004853725433,2.73526048660278,0.256076276302338,0.319158762693405,2.69861674308777,0.272183120250702,-0.159924015402794,2.76758646965027,0.266188889741898,-0.539587795734406,2.75939750671387,0.263556271791458,-0.619114100933075,2.70588207244873
0.177139669656754,0.397630453109741,2.69172596931458,0.178293794393539,0.46613597869873,2.68496227264404,0.189016237854958,0.813843488693237,2.66854667663574,0.193308502435684,0.963436245918274,2.57357335090637,0.018334386870265,0.732794880867004,2.68657302856445,-0.0562566630542278,0.503662288188934,2.76160311698914,-0.0289464443922043,0.271568059921265,2.66645741462708,-0.0263401716947556,0.173955321311951,2.63074612617493,0.365286111831665,0.72395521402359,2.68638443946838,0.431046783924103,0.465707898139954,2.72312521934509,0.427667289972305,0.243920654058456,2.62832641601563,0.413547247648239,0.147425904870033,2.58257603645325,0.0971489101648331,0.318798243999481,2.69120526313782,0.0957050696015358,-0.162734344601631,2.7539587020874,0.10416329652071,-0.542649686336517,2.78652215003967,0.0892642214894295,-0.623192548751831,2.73637294769287,0.256844371557236,0.319205284118652,2.69723391532898,0.272774755954742,-0.159845322370529,2.7671012878418,0.266280502080917,-0.539581894874573,2.75951433181763,0.263787120580673,-0.619495928287506,2.70577073097229
0.177671298384666,0.397721022367477,2.69138646125793,0.178863331675529,0.466296404600143,2.68474936485291,0.188804090023041,0.814882397651672,2.67056226730347,0.189533531665802,0.967867851257324,2.58143353462219,0.0183457527309656,0.733060002326965,2.68787360191345,-0.0555517114698887,0.502915382385254,2.7626576423645,-0.0352465845644474,0.26677069067955,2.67635774612427,-0.0288412552326918,0.166058376431465,2.6420259475708,0.365622580051422,0.723829388618469,2.68646430969238,0.431507289409637,0.464878737926483,2.7219181060791,0.428694397211075,0.242616534233093,2.62790703773499,0.415025174617767,0.146863549947739,2.58351016044617,0.0976799353957176,0.319000512361526,2.69078636169434,0.0980920121073723,-0.163240417838097,2.76499629020691,0.104013077914715,-0.541704475879669,2.79097747802734,0.088496558368206,-0.623359024524689,2.7374005317688,0.257171243429184,0.319328874349594,2.69575643539429,0.273293375968933,-0.159790560603142,2.76645016670227,0.266373217105865,-0.539579272270203,2.75959515571594,0.263981610536575,-0.619827151298523,2.7056360244751
0.177984267473221,0.397777587175369,2.69108104705811,0.179238080978394,0.466416656970978,2.68459606170654,0.187464565038681,0.81595641374588,2.67293858528137,0.185535192489624,0.971689164638519,2.58836579322815,0.0170929078012705,0.733083546161652,2.69019269943237,-0.0557586699724197,0.501099109649658,2.76442766189575,-0.0409220680594444,0.260710597038269,2.68453598022461,-0.0321878679096699,0.158883720636368,2.65326929092407,0.364622354507446,0.723367929458618,2.6868417263031,0.431626856327057,0.464210569858551,2.72110462188721,0.429405272006989,0.241809323430061,2.62765550613403,0.416214019060135,0.146439850330353,2.58427357673645,0.0979968160390854,0.319152146577835,2.69040679931641,0.0993682369589806,-0.163420721888542,2.77370977401733,0.104008376598358,-0.540646135807037,2.79539728164673,0.0878467559814453,-0.623503983020782,2.73835206031799,0.257099270820618,0.319421738386154,2.69427442550659,0.273720175027847,-0.159764334559441,2.76577281951904,0.266466528177261,-0.539578795433044,2.75964403152466,0.264160364866257,-0.620123505592346,2.70549273490906
0.178000867366791,0.397817105054855,2.69077658653259,0.179222539067268,0.466566205024719,2.6845498085022,0.184681698679924,0.817107379436493,2.67566275596619,0.180710881948471,0.975337266921997,2.59482836723328,0.0134248258545995,0.732781291007996,2.69445466995239,-0.0568458549678326,0.498135089874268,2.76663708686829,-0.0462806932628155,0.254770576953888,2.69091653823853,-0.0347933359444141,0.154568016529083,2.6605224609375,0.361504584550858,0.722310066223145,2.6874988079071,0.430583953857422,0.463538825511932,2.72072267532349,0.429947257041931,0.241174206137657,2.62756967544556,0.417131215333939,0.146083414554596,2.58500337600708,0.0981087163090706,0.319276571273804,2.69010210037231,0.0999639257788658,-0.163106247782707,2.77956485748291,0.103987999260426,-0.539770066738129,2.79914808273315,0.0873447433114052,-0.623580574989319,2.73935198783875,0.256572782993317,0.319521456956863,2.69281721115112,0.274064391851425,-0.159763664007187,2.76510763168335,0.266560554504395,-0.539581120014191,2.75966954231262,0.264312475919724,-0.620369553565979,2.70536684989929
